"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-08-27";5;58;1.04748002515408;0.848157812510929;1.24680223779724
"2020-08-28";5;58;1.07027245626619;0.876676848381096;1.26386806415128
"2020-08-29";5;58;1.05971592038096;0.863386821318122;1.25604501944379
"2020-08-30";5;58;1.05753796988055;0.85562407344473;1.25945186631636
"2020-08-31";5;58;1.08377523767142;0.884394346836637;1.2831561285062
"2020-09-01";5;58;1.08825202783833;0.891205278463872;1.28529877721278
"2020-09-02";5;58;1.08473161174425;0.891869237546863;1.27759398594164
"2020-09-03";5;58;1.09086582029719;0.90078396806518;1.2809476725292
"2020-09-04";5;58;1.08497469789835;0.901805959819673;1.26814343597702
"2020-09-05";5;58;1.0667417831852;0.886162289979997;1.2473212763904
"2020-09-06";5;58;1.06582469871046;0.884052806737647;1.24759659068327
"2020-09-07";5;58;1.05338138179172;0.866858245170349;1.2399045184131
"2020-09-08";5;58;1.05048984779712;0.862247423688995;1.23873227190525
"2020-09-09";5;58;1.03460869845857;0.851255484642712;1.21796191227444
"2020-09-10";5;58;1.01199669727797;0.826073251047389;1.19792014350856
"2020-09-11";5;58;0.957196486822976;0.779892300464805;1.13450067318115
"2020-09-12";5;58;0.908381879497351;0.735878890138279;1.08088486885642
"2020-09-13";5;58;0.859670399187001;0.698101693072806;1.0212391053012
"2020-09-14";5;58;0.811011453135804;0.643576980683709;0.978445925587899
"2020-09-15";5;58;0.78000155765475;0.601383575939218;0.958619539370281
"2020-09-16";5;58;0.756134140839915;0.574720816156671;0.937547465523159
"2020-09-17";5;58;0.747865082383929;0.555789953483928;0.93994021128393
"2020-09-18";5;58;0.769559548754746;0.568340072561513;0.970779024947978
"2020-09-19";5;58;0.814428354081635;0.606650715325357;1.02220599283791
"2020-09-20";5;58;0.84896155183121;0.644685774159645;1.05323732950278
"2020-09-21";5;58;0.877615100934176;0.676447830283389;1.07878237158496
"2020-09-22";5;58;0.892445164357438;0.681981816358076;1.1029085123568
"2020-09-23";5;58;0.895781514440697;0.688900161685496;1.1026628671959
"2020-09-24";5;58;0.881505636239541;0.675100097812987;1.08791117466609
"2020-09-25";5;58;0.878615139483062;0.672839267289286;1.08439101167684
"2020-09-26";5;58;0.891058549020417;0.680630207282917;1.10148689075792
"2020-09-27";5;58;0.897990515935197;0.691448037206822;1.10453299466357
"2020-09-28";5;58;0.937038985940753;0.720967253116954;1.15311071876455
"2020-09-29";5;58;0.968687040914333;0.742841830934398;1.19453225089427
"2020-09-30";5;58;1.01029457683291;0.779906606119513;1.24068254754632
"2020-10-01";5;58;1.04782433537838;0.81072771188334;1.28492095887343
"2020-10-02";5;58;1.06410337561491;0.825596071090189;1.30261068013963
"2020-10-03";5;58;1.07369060474153;0.836072046343703;1.31130916313937
"2020-10-04";5;58;1.06600987843197;0.835066866222617;1.29695289064132
"2020-10-05";5;58;1.02979612892032;0.799674112491166;1.25991814534947
"2020-10-06";5;58;1.01169843529243;0.778024645584047;1.24537222500082
"2020-10-07";5;58;1.00014865464952;0.775607461669195;1.22468984762986
"2020-10-08";5;58;0.994103854412173;0.772305011831085;1.21590269699326
"2020-10-09";5;58;1.03070167318001;0.793297734329313;1.26810561203071
"2020-10-10";5;58;1.04141043917345;0.806615302976856;1.27620557537004
"2020-10-11";5;58;1.06486220024317;0.826104560553858;1.30361983993249
"2020-10-12";5;58;1.08015475356134;0.84106561134692;1.31924389577577
"2020-10-13";5;58;1.08088485529601;0.84356068620486;1.31820902438717
"2020-10-14";5;58;1.07039600862982;0.850232017884212;1.29055999937544
"2020-10-15";5;58;1.05796984435158;0.845272659794273;1.27066702890888
"2020-10-16";5;58;1.02049456925427;0.798801659656505;1.24218747885203
"2020-10-17";5;58;0.980373877438608;0.763451824720975;1.19729593015624
"2020-10-18";5;58;0.959266200997779;0.74068320120008;1.17784920079548
"2020-10-19";5;58;0.957571630548489;0.727489869498231;1.18765339159875
"2020-10-20";5;58;0.949093588653455;0.718473760985612;1.1797134163213
"2020-10-21";5;58;0.937530540628642;0.717353667602938;1.15770741365435
"2020-10-22";5;58;0.920056389100908;0.701573370232558;1.13853940796926
"2020-10-23";5;58;0.885383829887104;0.671412908847991;1.09935475092622
"2020-10-24";5;58;0.888286514668873;0.676735189574075;1.09983783976367
"2020-10-25";5;58;0.88073423245487;0.669044776544399;1.09242368836534
"2020-10-26";5;58;0.848830352753218;0.636070471840434;1.061590233666
"2020-10-27";5;58;0.82915300796511;0.616129340290688;1.04217667563953
